path1_bw,path1_loss,path1_delay,path2_bw,path2_loss,path2_delay,scheduler_name,no_of_itr,file_size,time,p1_data,p2_data
FBCHeRa,0.1%,FBCHeRa,FBCHeRa,0.1%,FBCHeRa_2,pumar,50,64MB,17.3053,52492,14280
FBCHeRa,0.1%,FBCHeRa,FBCHeRa,0.1%,FBCHeRa_2,pumar,50,64MB,11.3458,35904,30956
FBCHeRa,0.1%,FBCHeRa,FBCHeRa,0.1%,FBCHeRa_2,pumar,50,64MB,13.5536,45292,21488
FBCHeRa,0.1%,FBCHeRa,FBCHeRa,0.1%,FBCHeRa_2,pumar,50,64MB,15.1162,51784,14980
FBCHeRa,0.1%,FBCHeRa,FBCHeRa,0.1%,FBCHeRa_2,pumar,50,64MB,16.2276,50636,16132
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,39.5251,54068,12708
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,39.0823,55336,11436
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,39.008,53176,13604
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,40.1005,53492,13288
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,40.9338,54220,12560
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,38.2223,53720,13060
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,37.2227,52488,14292
FBCHeRa,0.5%,FBCHeRa,FBCHeRa,0.5%,FBCHeRa_2,pumar,50,64MB,35.4795,51176,15608
