FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,27.1132,,38912,27868
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,21.3623,,35016,31760
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,21.0338,,30936,35840
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,19.659,,42912,23856
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,18.4747,,32528,34280
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,16.4205,,36224,30552
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,24.2023,,35712,31092
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,28.0818,,38512,28260
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,27.4974,,28860,37924
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,low_latency,10,64MB,35.1493,23.89943,39860,26920
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,39.2818,,36580,30172
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,32.4931,,42112,24636
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,49.1998,,37956,28804
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,17.9792,,33096,33664
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,42.8099,,38608,28148
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,49.4019,,36440,30324
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa,round_robin,10,64MB,18.8704,,30800,35960
