path1_bw,path1_loss,path1_delay,path2_bw,path2_loss,path2_delay,scheduler_name,no_of_itr,file_size,time,p1_data,p2_data
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.8099,44480.0,22300.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,12.1202,42860.0,23932.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,12.5666,40428.0,26360.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.3258,53620.0,13152.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,14.4953,45264.0,21508.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,15.4967,51036.0,15724.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,12.5347,43924.0,22860.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,12.3972,38116.0,28752.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,15.2898,39920.0,26868.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,15.9324,57592.0,9172.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,16.4545,50328.0,16452.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,12.5108,42372.0,24408.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,20.4212,55456.0,11300.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,19.1275,52608.0,14152.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,18.2998,52804.0,13956.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.0498,41268.0,25536.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,14.7408,46040.0,20736.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,15.5314,49384.0,17380.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,15.5052,53284.0,13480.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.0773,47984.0,18792.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,17.2962,54472.0,12284.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,14.8744,51264.0,15584.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.5414,39904.0,26876.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.5856,42016.0,24880.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,11.9318,37048.0,29736.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,18.5129,52060.0,14700.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,17.7490,54344.0,12412.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,18.3401,56652.0,10104.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,17.3053,52492.0,14280.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,11.3458,35904.0,30956.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,13.5536,45292.0,21488.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,15.1162,51784.0,14980.0
FBCHeRa,0.1,FBCHeRa,FBCHeRa,0.1,FBCHeRa_2,pumar,50,64MB,16.2276,50636.0,16132.0
FBCHeRa,0.5,FBCHeRa,FBCHeRa,0.5,FBCHeRa_2,pumar,50,64MB,39.5251,54068.0,12708.0
FBCHeRa,0.5,FBCHeRa,FBCHeRa,0.5,FBCHeRa_2,pumar,50,64MB,39.0823,55336.0,11436.0
FBCHeRa,0.5,FBCHeRa,FBCHeRa,0.5,FBCHeRa_2,pumar,50,64MB,39.0080,53176.0,13604.0
